date,run_id,sign,language,status,video_id,error
2026-04-21,local,Sagittarius,Telugu,FAILED,,400 Client Error: Bad Request for url: https://api.sarvam.ai/text-to-speech
2026-04-21,local,Capricorn,Telugu,FAILED,,400 Client Error: Bad Request for url: https://api.sarvam.ai/text-to-speech
2026-04-21,local,Aquarius,Telugu,FAILED,,400 Client Error: Bad Request for url: https://api.sarvam.ai/text-to-speech
2026-04-21,local,Pisces,Telugu,FAILED,,400 Client Error: Bad Request for url: https://api.sarvam.ai/text-to-speech
2026-04-21,local,Aries,Telugu,SUCCESS,eSdWOfjXuhA,
2026-04-21,local,Taurus,Telugu,SUCCESS,UT2iIVutJt0,
2026-04-21,local,Gemini,Telugu,SUCCESS,L7DdCYyUYXw,
2026-04-21,local,Cancer,Telugu,SUCCESS,8K3ndFy5zvY,
2026-04-21,local,Leo,Telugu,SUCCESS,zRfSCKfHaX8,
2026-04-21,local,Virgo,Telugu,SUCCESS,zZ133_uS99M,
2026-04-21,local,Libra,Telugu,SUCCESS,qsnHwyBaw58,
2026-04-21,local,Scorpio,Telugu,SUCCESS,TxlDxhDl_b0,
2026-04-21,local,Sagittarius,Telugu,SUCCESS,XczbAH5j7j8,
2026-04-21,local,Capricorn,Telugu,SUCCESS,CBnMXtBKQJ8,
2026-04-21,local,Aries,Telugu,SUCCESS,ETr0roQpBoA,
2026-04-21,local,Taurus,Telugu,SUCCESS,d6sm0q7rh3s,
2026-04-21,local,Gemini,Telugu,SUCCESS,AP1cRVO3--Q,
2026-04-21,local,Cancer,Telugu,SUCCESS,Y6MgozGMyjc,
2026-04-21,local,Leo,Telugu,SUCCESS,Rxod40rjHmc,
2026-04-21,local,Virgo,Telugu,SUCCESS,hqK-oRGRlc4,
2026-04-21,local,Libra,Telugu,SUCCESS,fHOFremGYCA,
2026-04-21,local,Scorpio,Telugu,SUCCESS,wmyjje9Jo9A,
2026-04-21,local,Sagittarius,Telugu,SUCCESS,DKsI28VP4Os,
2026-04-21,local,Capricorn,Telugu,SUCCESS,GAcudW5PocE,
2026-04-21,local,Aquarius,Telugu,SUCCESS,cbtqQR4BHus,
2026-04-21,local,Pisces,Telugu,SUCCESS,B5PNPpbR3ZU,
